[hastings]s2197197: cat slurm-2226131.out
============================================================
TimeSformer Fine-tuning — Experiment: concat
============================================================
Device: cuda

Loading base model...

Parameter summary:
  Total:     121,927,260
  Trainable: 534,702  (0.4%) — concat classifier only
  Frozen:    121,392,558  (99.6%) — entire backbone frozen

Starting from scratch
Loaded 168913 training samples

============================================================
Epoch 1/5
============================================================
Epoch 1 started — 21114 batches
  Epoch 1 Step 7700/21114: loss=1.1429  top-1=69.97%
  Epoch 1 Step 7800/21114: loss=1.1373  top-1=70.09%
  Epoch 1 Step 7900/21114: loss=1.1331  top-1=70.19%
  Epoch 1 Step 8000/21114: loss=1.1286  top-1=70.30%
  Epoch 1 Step 8100/21114: loss=1.1272  top-1=70.36%
  Epoch 1 Step 8200/21114: loss=1.1231  top-1=70.46%
  Epoch 1 Step 8300/21114: loss=1.1210  top-1=70.51%
  Epoch 1 Step 8400/21114: loss=1.1178  top-1=70.59%
  Epoch 1 Step 8500/21114: loss=1.1141  top-1=70.68%
  Epoch 1 Step 8600/21114: loss=1.1111  top-1=70.77%
  Epoch 1 Step 8700/21114: loss=1.1079  top-1=70.86%
  Epoch 1 Step 8800/21114: loss=1.1058  top-1=70.90%
  Epoch 1 Step 8900/21114: loss=1.1027  top-1=70.97%
  Epoch 1 Step 9000/21114: loss=1.0998  top-1=71.04%
  Epoch 1 Step 9100/21114: loss=1.0963  top-1=71.13%
  Epoch 1 Step 9200/21114: loss=1.0933  top-1=71.21%
  Epoch 1 Step 9300/21114: loss=1.0886  top-1=71.32%
  Epoch 1 Step 9400/21114: loss=1.0851  top-1=71.40%
  Epoch 1 Step 9500/21114: loss=1.0820  top-1=71.49%
  Epoch 1 Step 9600/21114: loss=1.0794  top-1=71.57%
  Epoch 1 Step 9700/21114: loss=1.0769  top-1=71.63%
  Epoch 1 Step 9800/21114: loss=1.0743  top-1=71.69%
  Epoch 1 Step 9900/21114: loss=1.0719  top-1=71.76%
  Epoch 1 Step 10000/21114: loss=1.0692  top-1=71.84%
  Epoch 1 Step 10100/21114: loss=1.0672  top-1=71.90%
  Epoch 1 Step 10200/21114: loss=1.0642  top-1=71.96%
  Epoch 1 Step 10300/21114: loss=1.0622  top-1=72.02%
  Epoch 1 Step 10400/21114: loss=1.0611  top-1=72.07%
  Epoch 1 Step 10500/21114: loss=1.0591  top-1=72.12%
  Epoch 1 Step 10600/21114: loss=1.0560  top-1=72.20%
  Epoch 1 Step 10700/21114: loss=1.0539  top-1=72.24%
  Epoch 1 Step 10800/21114: loss=1.0515  top-1=72.29%
  Epoch 1 Step 10900/21114: loss=1.0492  top-1=72.34%
  Epoch 1 Step 11000/21114: loss=1.0478  top-1=72.39%
  Epoch 1 Step 11100/21114: loss=1.0459  top-1=72.43%
  Epoch 1 Step 11200/21114: loss=1.0436  top-1=72.48%
  Epoch 1 Step 11300/21114: loss=1.0422  top-1=72.53%
  Epoch 1 Step 11400/21114: loss=1.0405  top-1=72.59%
  Epoch 1 Step 11500/21114: loss=1.0389  top-1=72.62%
  Epoch 1 Step 11600/21114: loss=1.0370  top-1=72.67%
  Epoch 1 Step 11700/21114: loss=1.0347  top-1=72.73%
  Epoch 1 Step 11800/21114: loss=1.0325  top-1=72.79%
  Epoch 1 Step 11900/21114: loss=1.0309  top-1=72.84%
  Epoch 1 Step 12000/21114: loss=1.0291  top-1=72.89%
  Epoch 1 Step 12100/21114: loss=1.0275  top-1=72.92%
  Epoch 1 Step 12200/21114: loss=1.0250  top-1=72.99%
  Epoch 1 Step 12300/21114: loss=1.0234  top-1=73.04%
  Epoch 1 Step 12400/21114: loss=1.0218  top-1=73.08%
  Epoch 1 Step 12500/21114: loss=1.0209  top-1=73.11%
  Epoch 1 Step 12600/21114: loss=1.0190  top-1=73.16%
  Epoch 1 Step 12700/21114: loss=1.0167  top-1=73.21%
  Epoch 1 Step 12800/21114: loss=1.0144  top-1=73.28%
  Epoch 1 Step 12900/21114: loss=1.0123  top-1=73.33%
  Epoch 1 Step 13000/21114: loss=1.0106  top-1=73.39%
  Epoch 1 Step 13100/21114: loss=1.0100  top-1=73.41%
  Epoch 1 Step 13200/21114: loss=1.0075  top-1=73.47%
  Epoch 1 Step 13300/21114: loss=1.0058  top-1=73.52%
  Epoch 1 Step 13400/21114: loss=1.0042  top-1=73.56%
  Epoch 1 Step 13500/21114: loss=1.0025  top-1=73.60%
  Epoch 1 Step 13600/21114: loss=1.0012  top-1=73.63%
  Epoch 1 Step 13700/21114: loss=0.9999  top-1=73.67%
  Epoch 1 Step 13800/21114: loss=0.9981  top-1=73.70%
  Epoch 1 Step 13900/21114: loss=0.9966  top-1=73.73%
  Epoch 1 Step 14000/21114: loss=0.9952  top-1=73.78%
  Epoch 1 Step 14100/21114: loss=0.9942  top-1=73.81%
  Epoch 1 Step 14200/21114: loss=0.9930  top-1=73.85%
  Epoch 1 Step 14300/21114: loss=0.9911  top-1=73.89%
  Epoch 1 Step 14400/21114: loss=0.9897  top-1=73.93%
  Epoch 1 Step 14500/21114: loss=0.9891  top-1=73.96%
  Epoch 1 Step 14600/21114: loss=0.9876  top-1=73.98%
  Epoch 1 Step 14700/21114: loss=0.9864  top-1=74.02%
  Epoch 1 Step 14800/21114: loss=0.9848  top-1=74.05%
  Epoch 1 Step 14900/21114: loss=0.9838  top-1=74.10%
  Epoch 1 Step 15000/21114: loss=0.9825  top-1=74.13%
  Epoch 1 Step 15100/21114: loss=0.9813  top-1=74.17%
  Epoch 1 Step 15200/21114: loss=0.9798  top-1=74.20%
  Epoch 1 Step 15300/21114: loss=0.9783  top-1=74.24%
  Epoch 1 Step 15400/21114: loss=0.9778  top-1=74.27%
  Epoch 1 Step 15500/21114: loss=0.9766  top-1=74.31%
  Epoch 1 Step 15600/21114: loss=0.9756  top-1=74.34%
  Epoch 1 Step 15700/21114: loss=0.9747  top-1=74.37%
  Epoch 1 Step 15800/21114: loss=0.9737  top-1=74.40%
  Epoch 1 Step 15900/21114: loss=0.9727  top-1=74.43%
  Epoch 1 Step 16000/21114: loss=0.9713  top-1=74.46%
  Epoch 1 Step 16100/21114: loss=0.9698  top-1=74.51%
  Epoch 1 Step 16200/21114: loss=0.9686  top-1=74.54%
  Epoch 1 Step 16300/21114: loss=0.9675  top-1=74.58%
  Epoch 1 Step 16400/21114: loss=0.9664  top-1=74.61%
  Epoch 1 Step 16500/21114: loss=0.9652  top-1=74.64%
  Epoch 1 Step 16600/21114: loss=0.9645  top-1=74.67%
  Epoch 1 Step 16700/21114: loss=0.9633  top-1=74.71%
  Epoch 1 Step 16800/21114: loss=0.9614  top-1=74.75%
  Epoch 1 Step 16900/21114: loss=0.9608  top-1=74.77%
  Epoch 1 Step 17000/21114: loss=0.9599  top-1=74.80%
  Epoch 1 Step 17100/21114: loss=0.9592  top-1=74.82%
  Epoch 1 Step 17200/21114: loss=0.9586  top-1=74.84%
  Epoch 1 Step 17300/21114: loss=0.9579  top-1=74.86%
  Epoch 1 Step 17400/21114: loss=0.9566  top-1=74.89%
  Epoch 1 Step 17500/21114: loss=0.9559  top-1=74.91%
  Epoch 1 Step 17600/21114: loss=0.9547  top-1=74.95%
  Epoch 1 Step 17700/21114: loss=0.9538  top-1=74.98%
  Epoch 1 Step 17800/21114: loss=0.9529  top-1=75.01%
  Epoch 1 Step 17900/21114: loss=0.9521  top-1=75.04%
  Epoch 1 Step 18000/21114: loss=0.9514  top-1=75.06%
  Epoch 1 Step 18100/21114: loss=0.9504  top-1=75.08%
  Epoch 1 Step 18200/21114: loss=0.9497  top-1=75.10%
  Epoch 1 Step 18300/21114: loss=0.9491  top-1=75.11%
  Epoch 1 Step 18400/21114: loss=0.9478  top-1=75.14%
  Epoch 1 Step 18500/21114: loss=0.9471  top-1=75.16%
  Epoch 1 Step 18600/21114: loss=0.9454  top-1=75.20%
  Epoch 1 Step 18700/21114: loss=0.9444  top-1=75.22%
  Epoch 1 Step 18800/21114: loss=0.9441  top-1=75.23%
  Epoch 1 Step 18900/21114: loss=0.9433  top-1=75.26%
  Epoch 1 Step 19000/21114: loss=0.9425  top-1=75.28%
  Epoch 1 Step 19100/21114: loss=0.9418  top-1=75.30%
  Epoch 1 Step 19200/21114: loss=0.9409  top-1=75.33%
  Epoch 1 Step 19300/21114: loss=0.9402  top-1=75.35%
  Epoch 1 Step 19400/21114: loss=0.9390  top-1=75.38%
  Epoch 1 Step 19500/21114: loss=0.9387  top-1=75.40%
  Epoch 1 Step 19600/21114: loss=0.9378  top-1=75.43%
  Epoch 1 Step 19700/21114: loss=0.9375  top-1=75.44%
  Epoch 1 Step 19800/21114: loss=0.9369  top-1=75.46%
  Epoch 1 Step 19900/21114: loss=0.9359  top-1=75.48%
  Epoch 1 Step 20000/21114: loss=0.9354  top-1=75.50%
  Epoch 1 Step 20100/21114: loss=0.9347  top-1=75.53%
